Story Date,Story URL,Headline,What (Claim),About Subject,About Person,Featured Image,Tags
10th Apr 2024,https://www.vishvasnews.com/scam/fact-check-fake-message-of-12th-pass-students-job-scheme-viral-with-phishing-link/,Fact Check : 12वीं पास युवाओं को नौकरी के नाम पर फिशिग लिंक किया जा रहा शेयर,12वीं पास युवाओं को घर बैठे नौकरी करने का मौका मिलेगा।,12th pass students job scheme,Narendra Modi,https://www.vishvasnews.com/wp-content/uploads/2024/04/vishvasnews-1-2.jpg,"Fact Check,job scheme,Lok Sabha Election 2024,Phishing Link"
10th Apr 2024,https://www.vishvasnews.com/viral/fact-check-two-year-old-video-of-assault-hindu-man-who-riding-a-bike-with-a-muslim-woman-again-viral/,Fact Check : मुस्लिम महिला के साथ बाइक पर जाते हिंदू शख्स के साथ मारपीट का यह वीडियो दो साल पुराना, मुस्लिम कट्टरपंथियों की भीड़ कर्नाटक में अपने हिंदू सहकर्मी के साथ कार्यालय से घर तक यात्रा करने के लिए एक मुस्लिम महिला को परेशान कर रही है।,A mob of Muslim is harassing a Hindu Man,Hindu-Muslim,https://www.vishvasnews.com/wp-content/uploads/2024/04/Fake_News_24-18.jpg,"Fact Check,Fake News viral,Hindu man assault Video,viral video"
10th Apr 2024,https://www.vishvasnews.com/english/politics/fact-check-no-mention-of-article-370-and-caa-in-congresss-2024-election-manifesto-misleading-post-viral/,"Fact Check: No Mention of Article 370 And CAA in Congress’s 2024 Election Manifesto, Misleading Post Viral","#JaagoBharatJaago, this is democracy and everyone is free – vote for anyone! But first, check their election manifesto. What?” Are these few promises of Congress right for the national interest? #boycuttcongress Satyamev Jayate Jai Shri Ram #AapkaApnaLalitHindu",Manifesto,Congressmen,https://www.vishvasnews.com/wp-content/uploads/2024/04/vishvasnews-68-1.jpg,"Congress Manifesto,Lok Sabha elections 2024"
10th Apr 2024,https://www.vishvasnews.com/viral/fact-check-salman-khan-and-sonakshi-sinha-not-married-edited-wedding-photos-debunked/,Fact Check : सलमान खान और सोनाक्षी सिन्हा की शादी की एडिटेड तस्वीरें गलत दावे से वायरल,"देखिये कैसे हिंदू -मुस्लिम करके 2024 चुनाव में  ध्रुर्वींकरण किया जा रहा है…., कृपया अपनी प्रतिक्रिया दें…जहीर इकबाल से दूर होने के बाद अब शत्रुघ्न सिन्हा ने अपनी लाडली बेटी सोनाक्षी सिन्हा की शादी बॉलीवुड के जाने-माने अभिनेता सलमान खान के साथ कर दी है।",Salman Khan And Sonakshi Sinha Got Married,Salman Khan,https://www.vishvasnews.com/wp-content/uploads/2024/04/vishvasnews-71.jpg,"Bollywood fake news,Fake celebrity wedding photos,Salman Khan Edited Image,Salman Khan Sonakshi Sinha marriage rumors,Salman Khan wedding,Shatrughan Sinha,Sonakshi Sinha"
10th Apr 2024,https://www.vishvasnews.com/politics/fact-check-there-is-no-mention-of-article-370-and-caa-in-congresss-2024-manifesto-misleading-post-goes-viral/,"Fact Check : कांग्रेस के 2024 घोषणा पत्र में नहीं है अनुच्छेद 370 और CAA को लेकर कोई जिक्र, भ्रामक पोस्ट वायरल",#जागोभारतजागो लोकतंत्र है और सब स्वतंत्र हैं-वोट किसी को भी दें! लेकिन पहले उनका चुनावी घोषणा पत्र जांच लें? क्या कांग्रेस के ये कुछ वादे राष्ट्रहित के लिए सही है?? #boycuttcongress सत्यमेव जयते जय श्री राम #आपकाअपनाललितहिन्दू।,Manifesto,Congressmen,https://www.vishvasnews.com/wp-content/uploads/2024/04/vishvasnews1-78.jpg,"Congress,congress manifesto 2024,Congress Menifesto,Lok Sabha Election 2024"
10th Apr 2024,https://www.vishvasnews.com/ai-check/fact-check-ai-sand-sculptures-these-all-celebrity-portraits-are-generated-by-artificial-intelligence/,Fact Check : रेत से बनी मशहूर हस्तियों की कलाकृतियों की ये तस्वीरें AI निर्मित हैं,बच्चों ने रेत से बनाई मशहूर हस्तियों की मूर्तियां।,Children made sculptures of celebrities from sand.,NA,https://www.vishvasnews.com/wp-content/uploads/2024/04/vishvasnews1-14.jpg,"AI Celebrity Portraits,AI Sand Sculptures,celebrity sand sculptures,Fact Check,fake news,viral news"
10th Apr 2024,https://www.vishvasnews.com/world/old-cheetah-video-from-south-africa-breeding-centre-shared-as-rajasthan-temple/,Fact Check : दक्षिण अफ्रीका के चीता ब्रीडिंग सेंटर का पुराना वीडियो फिर से राजस्थान का बताकर किया गया वायरल,इस मंदिर में पुजारी के साथ सोता है चीतों का परिवार……बताया जाता है कि राजस्थान के सिरोही गांव में पिपलेश्वर महादेव का मंदिर है जहां पर रात को पुजारी के पास चीत्ते का परिवार आकर सोता है,Leopard sleeping near the priest in Rajasthan.,Rajasthan,https://www.vishvasnews.com/wp-content/uploads/2024/04/vishvasnews-20-4.jpg,"Cheetah breeding center South Africa,Cheetah temple in Rajasthan,Fact Check,Viral video cheetah"
10th Apr 2024,https://www.vishvasnews.com/politics/fact-check-this-video-is-not-from-farmers-movement-but-from-police-training-in-indonesia/,"Fact Check: किसान आंदोलन का नहीं, इंडोनेशिया में हुई पुलिस ट्रेनिंग का है ये वीडियो",Kisan aandolan mein ladai ho rahi hai bahut bhayankar se Aaj ki sacchi khabar hai,Farmers protest,Farmers,https://www.vishvasnews.com/wp-content/uploads/2024/04/vishvasnews-67-1.jpg,"Farmers Protest,farmers protest 2024"
10th Apr 2024,https://www.vishvasnews.com/politics/fact-check-west-bengal-hoogly-bjp-tmc-clash-video-falsely-link-to-gujarat-before-lok-sabha-election-2024/,Fact Check: बंगाल का करीब दो साल पुराना भाजपा समर्थकों से झड़प का वीडियो गुजरात का बताकर वायरल,गुजरात के द्वारका में लोगों ने भाजपा का प्रचार कर रहे कार्यकर्ताओं को पीट दिया।,BJP Supporters Beaten,gujarat,https://www.vishvasnews.com/wp-content/uploads/2024/04/vishvasnews-8.jpg,"BJP,Election Fact Check,Fact Check,Gujarat,Hoogly,Lok Sabha Election 2024,TMC,West Bengal"
10th Apr 2024,https://www.vishvasnews.com/politics/fact-check-a-viral-picture-of-an-advertisement-having-delhi-cm-arvind-kejriwals-picture-along-with-mahatma-gandhi-is-fake-and-altered/,Fact Check: केजरीवाल और महात्मा गांधी की तस्वीर वाले विज्ञापन की यह तस्वीर FAKE और ऑल्टर्ड है,AAP के विज्ञापन में अरविंद केजरीवाल के मुकाबले महात्मा गांधी की छोटी तस्वीर का इस्तेमाल।,Use of smaller picture of Mahatma Gandhi in AAP advertisement than Arvind Kejriwal.,"Mahatma Gandhi,  Arvind Kejriwal.",https://www.vishvasnews.com/wp-content/uploads/2024/04/WhatsApp-Image-2024-04-09-at-7.48.36-PM.jpeg,"Arvind Kejriwal News,Arvind Kejriwal Viral Picture,Delhi news,Election Fact Check,Lok Sabha Election 2024,Mahatma Gandhi Image"
9th Apr 2024,https://www.vishvasnews.com/viral/fact-check-old-photo-of-rohit-sharma-and-nita-ambani-viral-during-ipl-2024/,Fact Check: रोहित शर्मा और नीता अंबानी की पुरानी तस्वीर को IPL 2024 की बताकर किया जा रहा है वायरल,लगातार तीन मैच हारने के बाद मुंबई इंडियंस ने अपनी पहली जीत हासिल कर ली है जीतने के बाद मुंबई इंडियंस की मालकिन नीता अंबानी रोहित शर्मा को गले लगाते हुए सोशल मीडिया पर यह तस्वीर खूब तहलका मचा रही है।,Nita Ambani hugs Rohit Sharma,Rohit Sharma,https://www.vishvasnews.com/wp-content/uploads/2024/04/vishvasnews-68.jpg,"Cricketer Rohit Sharma,Fact Check,IPL 2024,Mumbai Indians,Nita Ambani,Rohit Sharma"
